"user_id","movie_id","movie_title","confidence_score"
"241","128","Supercop (1992)",98.5
"241","250","Fifth Element, The (1997)",85.1
"241","290","Fierce Creatures (1997)",88.5
"242","249","Austin Powers: International Man of Mystery (1997)",92.7
"242","763","Happy Gilmore (1996)",92.9
"242","9","Dead Man Walking (1995)",83.5
"242","1006","Until the End of the World (Bis ans Ende der Welt) (1991)",88.8
"242","1028","Grumpier Old Men (1995)",80.4
"243","923","Raise the Red Lantern (1991)",83.7
"243","899","Winter Guest, The (1997)",80.4
"243","12","Usual Suspects, The (1995)",92.8
"243","683","Rocket Man (1997)",88.4
"243","889","Tango Lesson, The (1997)",84.5
"244","604","It Happened One Night (1934)",97.7
"244","353","Deep Rising (1998)",97.7
"244","878","That Darn Cat! (1997)",91.9
"244","884","Year of the Horse (1997)",89.7
"244","1175","Hugo Pool (1997)",82.7
"245","899","Winter Guest, The (1997)",87.8
"245","325","Crash (1996)",98.3
"245","914","Wild Things (1998)",80.7
"245","6","Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",97.9
"245","126","Spitfire Grill, The (1996)",93.3
"246","889","Tango Lesson, The (1997)",96.1
"246","477","Matilda (1996)",84.2
"246","242","Kolya (1996)",93.6
"246","514","Annie Hall (1977)",87.3
"246","524","Great Dictator, The (1940)",98.1
"247","889","Tango Lesson, The (1997)",86
"247","173","Princess Bride, The (1987)",94
"247","955","Before Sunrise (1995)",90
"247","902","Big Lebowski, The (1998)",96.7
"247","875","She's So Lovely (1997)",98.5
"248","475","Trainspotting (1996)",84.1
"248","1006","Until the End of the World (Bis ans Ende der Welt) (1991)",80.4
"248","155","Dirty Dancing (1987)",92.7
"248","402","Ghost (1990)",95
"248","778","Don Juan DeMarco (1995)",82
"249","896","Sweet Hereafter, The (1997)",86.1
"249","906","Oscar & Lucinda (1997)",82.1
"249","889","Tango Lesson, The (1997)",93.1
"249","228","Star Trek: The Wrath of Khan (1982)",80.2
"249","344","Apostle, The (1997)",81.9
"250","270","Gattaca (1997)",89.6
"250","812","Andre (1994)",90.9
"250","11","Seven (Se7en) (1995)",94.2
"250","82","Jurassic Park (1993)",89.3
"250","89","Blade Runner (1982)",97.4
"251","161","Top Gun (1986)",97.5
"251","1127","Truman Show, The (1998)",89.1
"251","83","Much Ado About Nothing (1993)",98.8
"251","133","Gone with the Wind (1939)",81.2
"251","318","Schindler's List (1993)",82.8
"252","253","Pillow Book, The (1995)",90.4
"252","1388","Gabbeh (1996)",91.2
"252","955","Before Sunrise (1995)",87
"252","923","Raise the Red Lantern (1991)",88.8
"252","1048","She's the One (1996)",87.2
"253","298","Face/Off (1997)",97.2
"253","83","Much Ado About Nothing (1993)",88.1
"253","144","Die Hard (1988)",97.4
"253","741","Last Supper, The (1995)",95.2
"253","345","Deconstructing Harry (1997)",96
"254","604","It Happened One Night (1934)",91.4
"254","79","Fugitive, The (1993)",80.2
"254","875","She's So Lovely (1997)",88.9
"254","955","Before Sunrise (1995)",87.1
"254","476","First Wives Club, The (1996)",83.8
"255","899","Winter Guest, The (1997)",89.9
"255","914","Wild Things (1998)",88.9
"255","916","Lost in Space (1998)",96.2
"255","812","Andre (1994)",94.2
"255","168","Monty Python and the Holy Grail (1974)",97.3
"256","190","Henry V (1989)",88.5
"256","277","Restoration (1995)",81.3
"256","532","Kama Sutra: A Tale of Love (1996)",97.9
"256","721","Mallrats (1995)",90
"256","727","Immortal Beloved (1994)",93.5
"257","101","Heavy Metal (1981)",91.8
"257","390","Fear of a Black Hat (1993)",86.3
"257","396","Serial Mom (1994)",86
"257","401","Brady Bunch Movie, The (1995)",90
"257","109","Mystery Science Theater 3000: The Movie (1996)",94.8
"258","228","Star Trek: The Wrath of Khan (1982)",90
"258","699","Little Women (1994)",86.3
"258","408","Close Shave, A (1995)",85.4
"258","478","Philadelphia Story, The (1940)",98
"258","521","Deer Hunter, The (1978)",81.4
"259","171","Delicatessen (1991)",88.8
"259","340","Boogie Nights (1997)",94.7
"259","425","Bob Roberts (1992)",88.4
"259","537","My Own Private Idaho (1991)",86.6
"259","664","Paris, Texas (1984)",95.3
"260","274","Sabrina (1995)",87.7
"260","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",82.2
"260","530","Man Who Would Be King, The (1975)",80.7
"260","1125","Innocents, The (1961)",82.1
"260","1126","Old Man and the Sea, The (1958)",95.2
"261","228","Star Trek: The Wrath of Khan (1982)",86.5
"261","1016","Con Air (1997)",88.7
"261","182","GoodFellas (1990)",83.4
"261","357","One Flew Over the Cuckoo's Nest (1975)",93.6
"261","889","Tango Lesson, The (1997)",96.8
"262","906","Oscar & Lucinda (1997)",98.1
"262","1388","Gabbeh (1996)",92.1
"262","889","Tango Lesson, The (1997)",93.5
"262","812","Andre (1994)",86.2
"262","8","Babe (1995)",92.1
"263","899","Winter Guest, The (1997)",93.7
"263","276","Leaving Las Vegas (1995)",90.8
"263","477","Matilda (1996)",88.5
"263","337","House of Yes, The (1997)",88.6
"263","353","Deep Rising (1998)",88.2
"264","402","Ghost (1990)",97.2
"264","778","Don Juan DeMarco (1995)",97.1
"264","781","French Kiss (1995)",89
"264","812","Andre (1994)",85.8
"264","488","Sunset Blvd. (1950)",91.9
"265","376","Houseguest (1994)",94.1
"265","452","Jaws 2 (1978)",90.5
"265","571","Another Stakeout (1993)",82.5
"265","781","French Kiss (1995)",90.2
"265","794","It Could Happen to You (1994)",83.2
"266","896","Sweet Hereafter, The (1997)",92.9
"266","353","Deep Rising (1998)",94.3
"266","878","That Darn Cat! (1997)",88.6
"266","884","Year of the Horse (1997)",88.5
"266","1127","Truman Show, The (1998)",97.2
"267","887","Eve's Bayou (1997)",94.4
"267","237","Jerry Maguire (1996)",94.2
"267","874","Career Girls (1997)",84.6
"267","255","My Best Friend's Wedding (1997)",97.8
"267","692","American President, The (1995)",90.4
"268","222","Star Trek: First Contact (1996)",96.4
"268","228","Star Trek: The Wrath of Khan (1982)",89.5
"268","253","Pillow Book, The (1995)",90.8
"268","1388","Gabbeh (1996)",83.4
"268","116","Cold Comfort Farm (1995)",80.8
"269","902","Big Lebowski, The (1998)",85.6
"269","135","2001: A Space Odyssey (1968)",89.3
"269","517","Manhattan (1979)",82.9
"269","589","Wild Bunch, The (1969)",85.4
"269","187","Godfather: Part II, The (1974)",91.3
"270","955","Before Sunrise (1995)",88
"270","889","Tango Lesson, The (1997)",88.2
"270","45","Eat Drink Man Woman (1994)",97.2
"270","297","Ulee's Gold (1997)",80.9
"270","1175","Hugo Pool (1997)",88.6
"271","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",93.7
"271","20","Angels and Insects (1995)",91.3
"271","225","101 Dalmatians (1996)",80.8
"271","866","Michael (1996)",87
"271","1016","Con Air (1997)",94.4
"272","682","I Know What You Did Last Summer (1997)",95.9
"272","421","William Shakespeare's Romeo and Juliet (1996)",89.6
"272","1129","Chungking Express (1994)",86
"272","239","Sneakers (1992)",85.1
"272","945","Charade (1963)",86.9
"273","155","Dirty Dancing (1987)",81.3
"273","402","Ghost (1990)",85
"273","778","Don Juan DeMarco (1995)",90.8
"273","781","French Kiss (1995)",93.5
"273","8","Babe (1995)",85.4
"274","155","Dirty Dancing (1987)",80.8
"274","402","Ghost (1990)",81.3
"274","778","Don Juan DeMarco (1995)",90.7
"274","781","French Kiss (1995)",97.1
"274","10","Richard III (1995)",82.4
"275","923","Raise the Red Lantern (1991)",96.1
"275","656","M (1931)",82.9
"275","671","Bride of Frankenstein (1935)",92.5
"275","675","Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",98.9
"275","329","Desperate Measures (1998)",83
"276","270","Gattaca (1997)",81
"276","710","Better Off Dead... (1985)",91.6
"276","428","Harold and Maude (1971)",93.4
"276","629","Victor/Victoria (1982)",83.2
"276","89","Blade Runner (1982)",85.7
"277","527","Gandhi (1982)",80.4
"277","655","Stand by Me (1986)",97
"277","1503","Gold Diggers: The Secret of Bear Mountain (1995)",81.4
"277","496","It's a Wonderful Life (1946)",94
"277","176","Aliens (1986)",92.9
"278","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",85.9
"278","955","Before Sunrise (1995)",93.4
"278","155","Dirty Dancing (1987)",89.4
"278","402","Ghost (1990)",89.1
"278","357","One Flew Over the Cuckoo's Nest (1975)",94.3
"279","253","Pillow Book, The (1995)",84.3
"279","1388","Gabbeh (1996)",94.9
"279","59","Three Colors: Red (1994)",89
"279","61","Three Colors: White (1994)",88.6
"279","958","To Live (Huozhe) (1994)",86.4
"280","390","Fear of a Black Hat (1993)",82.7
"280","401","Brady Bunch Movie, The (1995)",88.2
"280","382","Adventures of Priscilla, Queen of the Desert, The (1994)",85.8
"280","434","Forbidden Planet (1956)",90.7
"280","178","12 Angry Men (1957)",94.2
"281","248","Grosse Pointe Blank (1997)",91
"281","295","Breakdown (1997)",84
"281","1104","C'est arrivé près de chez vous (1992)",81.4
"281","641","Paths of Glory (1957)",85.4
"281","42","Clerks (1994)",96
"282","251","Shall We Dance? (1996)",86.7
"282","285","Secrets & Lies (1996)",82.4
"282","813","Celluloid Closet, The (1995)",89.6
"282","199","Bridge on the River Kwai, The (1957)",97.4
"282","205","Patton (1970)",86.7
"283","390","Fear of a Black Hat (1993)",85
"283","396","Serial Mom (1994)",83.5
"283","401","Brady Bunch Movie, The (1995)",93.9
"283","101","Heavy Metal (1981)",84.7
"283","1005","Double vie de Véronique, La (Double Life of Veronique, The) (1991)",98.6
"284","408","Close Shave, A (1995)",92.1
"284","873","Picture Perfect (1997)",87.2
"284","154","Monty Python's Life of Brian (1979)",95.6
"284","350","Fallen (1998)",94.3
"284","176","Aliens (1986)",96.4
"285","283","Emma (1996)",89.1
"285","253","Pillow Book, The (1995)",84.3
"285","508","People vs. Larry Flynt, The (1996)",82.1
"285","1008","I Shot Andy Warhol (1996)",94
"285","1010","Basquiat (1996)",81.6
"286","155","Dirty Dancing (1987)",92
"286","402","Ghost (1990)",85.9
"286","778","Don Juan DeMarco (1995)",83
"286","781","French Kiss (1995)",87.7
"286","488","Sunset Blvd. (1950)",96.6
"287","155","Dirty Dancing (1987)",98.9
"287","778","Don Juan DeMarco (1995)",85.5
"287","781","French Kiss (1995)",90
"287","402","Ghost (1990)",86.1
"287","93","Welcome to the Dollhouse (1995)",81.8
"288","74","Faster Pussycat! Kill! Kill! (1965)",94.7
"288","813","Celluloid Closet, The (1995)",91.5
"288","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",96.8
"288","440","Amityville II: The Possession (1982)",92.4
"288","635","Fog, The (1980)",94.9
"289","923","Raise the Red Lantern (1991)",89.9
"289","906","Oscar & Lucinda (1997)",91.3
"289","914","Wild Things (1998)",90.5
"289","916","Lost in Space (1998)",80.3
"289","1176","Welcome To Sarajevo (1997)",82.3
"290","257","Men in Black (1997)",97.5
"290","781","French Kiss (1995)",87.8
"290","899","Winter Guest, The (1997)",94
"290","914","Wild Things (1998)",92.5
"290","916","Lost in Space (1998)",83.7
"291","1175","Hugo Pool (1997)",82.3
"291","1062","Four Days in September (1997)",88.2
"291","336","Playing God (1997)",82.1
"291","1293","Star Kid (1997)",83
"291","904","Ma vie en rose (My Life in Pink) (1997)",81.2
"292","889","Tango Lesson, The (1997)",81.1
"292","242","Kolya (1996)",86.2
"292","408","Close Shave, A (1995)",84.5
"292","1296","Indian Summer (1996)",87.8
"292","515","Boot, Das (1981)",93.1
"293","571","Another Stakeout (1993)",87
"293","1063","Little Princess, A (1995)",97.3
"293","397","Striking Distance (1993)",90.5
"293","467","Bronx Tale, A (1993)",87.3
"293","624","Three Caballeros, The (1945)",86.8
"294","877","Excess Baggage (1997)",95.8
"294","477","Matilda (1996)",85.2
"294","45","Eat Drink Man Woman (1994)",93.4
"294","1296","Indian Summer (1996)",93.5
"294","344","Apostle, The (1997)",81.8
"295","155","Dirty Dancing (1987)",82.2
"295","402","Ghost (1990)",99
"295","778","Don Juan DeMarco (1995)",94.2
"295","781","French Kiss (1995)",86.9
"295","1028","Grumpier Old Men (1995)",98.1
"296","15","Mr. Holland's Opus (1995)",82.8
"296","408","Close Shave, A (1995)",95.7
"296","955","Before Sunrise (1995)",92.3
"296","316","As Good As It Gets (1997)",92.7
"296","287","Marvin's Room (1996)",85.8
"297","222","Star Trek: First Contact (1996)",83.9
"297","228","Star Trek: The Wrath of Khan (1982)",94.6
"297","914","Wild Things (1998)",88.2
"297","916","Lost in Space (1998)",94.8
"297","896","Sweet Hereafter, The (1997)",82.8
"298","906","Oscar & Lucinda (1997)",81.5
"298","253","Pillow Book, The (1995)",93
"298","1388","Gabbeh (1996)",80.7
"298","699","Little Women (1994)",83.5
"298","350","Fallen (1998)",80.7
"299","99","Snow White and the Seven Dwarfs (1937)",89.3
"299","356","Client, The (1994)",91.6
"299","376","Houseguest (1994)",86.4
"299","420","Alice in Wonderland (1951)",82.9
"299","571","Another Stakeout (1993)",98.1
"300","781","French Kiss (1995)",97
"300","899","Winter Guest, The (1997)",89.2
"300","705","Singin' in the Rain (1952)",81.1
"300","257","Men in Black (1997)",93.7
"300","463","Secret of Roan Inish, The (1994)",81.3
"301","376","Houseguest (1994)",96.9
"301","452","Jaws 2 (1978)",90.7
"301","571","Another Stakeout (1993)",86.4
"301","794","It Could Happen to You (1994)",91.8
"301","842","Pollyanna (1960)",91
"302","589","Wild Bunch, The (1969)",83.1
"302","206","Akira (1988)",85.2
"302","178","12 Angry Men (1957)",87
"302","205","Patton (1970)",80.6
"302","618","Picnic (1955)",85.9
"303","403","Batman (1989)",98.8
"303","679","Conan the Barbarian (1981)",93.5
"303","685","Executive Decision (1996)",80.6
"303","39","Strange Days (1995)",81.4
"303","532","Kama Sutra: A Tale of Love (1996)",81.2
"304","109","Mystery Science Theater 3000: The Movie (1996)",82.8
"304","832","Bogus (1996)",95.5
"304","833","Bulletproof (1996)",86.3
"304","1059","Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",94.3
"304","812","Andre (1994)",98.7
"305","47","Ed Wood (1994)",98.4
"305","356","Client, The (1994)",89.2
"305","376","Houseguest (1994)",80.1
"305","420","Alice in Wonderland (1951)",95.1
"305","571","Another Stakeout (1993)",83.2
"306","896","Sweet Hereafter, The (1997)",91.5
"306","477","Matilda (1996)",81.5
"306","889","Tango Lesson, The (1997)",96.1
"306","1175","Hugo Pool (1997)",90
"306","1176","Welcome To Sarajevo (1997)",80.7
"307","344","Apostle, The (1997)",86.5
"307","1024","Mrs. Dalloway (1997)",98.7
"307","873","Picture Perfect (1997)",82.7
"307","650","Seventh Seal, The (Sjunde inseglet, Det) (1957)",81
"307","1628","Lamerica (1994)",91.6
"308","460","Crossing Guard, The (1995)",92
"308","952","Blue in the Face (1995)",88.9
"308","1017","Trees Lounge (1996)",97.5
"308","436","American Werewolf in London, An (1981)",94.4
"308","388","Beverly Hills Cop III (1994)",84.3
"309","74","Faster Pussycat! Kill! Kill! (1965)",91
"309","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",84.8
"309","924","White Squall (1996)",95.4
"309","750","Amistad (1997)",93.4
"309","440","Amityville II: The Possession (1982)",90.3
"310","923","Raise the Red Lantern (1991)",87.2
"310","287","Marvin's Room (1996)",98.7
"310","408","Close Shave, A (1995)",88.7
"310","955","Before Sunrise (1995)",86.8
"310","1160","Love! Valour! Compassion! (1997)",92.8
"311","237","Jerry Maguire (1996)",80.2
"311","1048","She's the One (1996)",87.2
"311","898","Postman, The (1997)",95.9
"311","1127","Truman Show, The (1998)",88.4
"311","1293","Star Kid (1997)",91.4
"312","109","Mystery Science Theater 3000: The Movie (1996)",88.2
"312","251","Shall We Dance? (1996)",87.4
"312","813","Celluloid Closet, The (1995)",84.2
"312","741","Last Supper, The (1995)",81.8
"312","24","Rumble in the Bronx (1995)",90.6
"313","914","Wild Things (1998)",85.2
"313","285","Secrets & Lies (1996)",87.4
"313","813","Celluloid Closet, The (1995)",94.7
"313","183","Alien (1979)",94.4
"313","251","Shall We Dance? (1996)",92
"314","906","Oscar & Lucinda (1997)",97.3
"314","832","Bogus (1996)",86.3
"314","1059","Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",89.9
"314","155","Dirty Dancing (1987)",88.8
"314","778","Don Juan DeMarco (1995)",93.1
"315","228","Star Trek: The Wrath of Khan (1982)",83.5
"315","155","Dirty Dancing (1987)",92.7
"315","402","Ghost (1990)",85.3
"315","778","Don Juan DeMarco (1995)",97.8
"315","781","French Kiss (1995)",80.9
"316","1033","Homeward Bound II: Lost in San Francisco (1996)",82.7
"316","85","Ref, The (1994)",91.5
"316","128","Supercop (1992)",87
"316","290","Fierce Creatures (1997)",97.4
"316","358","Spawn (1997)",83.6
"317","670","Body Snatchers (1993)",85.9
"317","298","Face/Off (1997)",88.3
"317","222","Star Trek: First Contact (1996)",83.9
"317","1016","Con Air (1997)",94
"317","880","Soul Food (1997)",86.2
"318","1017","Trees Lounge (1996)",89
"318","295","Breakdown (1997)",85.4
"318","253","Pillow Book, The (1995)",95.9
"318","1008","I Shot Andy Warhol (1996)",97.2
"318","1010","Basquiat (1996)",97.9
"319","899","Winter Guest, The (1997)",80.1
"319","955","Before Sunrise (1995)",92.7
"319","350","Fallen (1998)",93.7
"319","902","Big Lebowski, The (1998)",88.1
"319","531","Shine (1996)",95
"320","1016","Con Air (1997)",97.6
"320","1025","Fire Down Below (1997)",92.3
"320","1176","Welcome To Sarajevo (1997)",94.3
"320","408","Close Shave, A (1995)",88.4
"320","685","Executive Decision (1996)",85.7
"321","880","Soul Food (1997)",88
"321","750","Amistad (1997)",87.8
"321","1394","Swept from the Sea (1997)",83.8
"321","298","Face/Off (1997)",85.9
"321","955","Before Sunrise (1995)",88.3
"322","896","Sweet Hereafter, The (1997)",90.1
"322","549","Rob Roy (1995)",82.7
"322","656","M (1931)",87.8
"322","661","High Noon (1952)",93.5
"322","708","Sex, Lies, and Videotape (1989)",86.7
"323","968","Inspector General, The (1949)",88
"323","350","Fallen (1998)",85.5
"323","116","Cold Comfort Farm (1995)",94.9
"323","302","L.A. Confidential (1997)",87.8
"323","463","Secret of Roan Inish, The (1994)",85.5
"324","178","12 Angry Men (1957)",96.9
"324","1009","Stealing Beauty (1996)",82.7
"324","955","Before Sunrise (1995)",80.1
"324","1394","Swept from the Sea (1997)",84.4
"324","1033","Homeward Bound II: Lost in San Francisco (1996)",97.8
"325","169","Wrong Trousers, The (1993)",89
"325","547","Young Poisoner's Handbook, The (1995)",89.1
"325","847","Looking for Richard (1996)",81.7
"325","1240","Ghost in the Shell (Kokaku kidotai) (1995)",81.2
"325","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",83.2
"326","20","Angels and Insects (1995)",92.7
"326","45","Eat Drink Man Woman (1994)",86.6
"326","1022","Fast, Cheap & Out of Control (1997)",86.9
"326","509","My Left Foot (1989)",98.7
"326","531","Shine (1996)",97.3
"327","923","Raise the Red Lantern (1991)",86.5
"327","1388","Gabbeh (1996)",83.3
"327","408","Close Shave, A (1995)",84.9
"327","17","From Dusk Till Dawn (1996)",92.2
"327","201","Evil Dead II (1987)",87.4
"328","906","Oscar & Lucinda (1997)",93.1
"328","875","She's So Lovely (1997)",89.4
"328","955","Before Sunrise (1995)",92.9
"328","347","Wag the Dog (1997)",81.2
"328","62","Stargate (1994)",94.6
"329","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",87.2
"329","1048","She's the One (1996)",84.1
"329","1176","Welcome To Sarajevo (1997)",84.2
"329","86","Remains of the Day, The (1993)",95.3
"329","342","Man Who Knew Too Little, The (1997)",93
"330","253","Pillow Book, The (1995)",83.1
"330","1388","Gabbeh (1996)",92.3
"330","1033","Homeward Bound II: Lost in San Francisco (1996)",92.2
"330","272","Good Will Hunting (1997)",93.5
"330","902","Big Lebowski, The (1998)",95.7
"331","914","Wild Things (1998)",82
"331","916","Lost in Space (1998)",96.2
"331","955","Before Sunrise (1995)",89.6
"331","334","U Turn (1997)",86.8
"331","25","Birdcage, The (1996)",82.8
"332","109","Mystery Science Theater 3000: The Movie (1996)",96.6
"332","228","Star Trek: The Wrath of Khan (1982)",94.2
"332","230","Star Trek IV: The Voyage Home (1986)",92.5
"332","879","Peacemaker, The (1997)",94.1
"332","6","Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",91.4
"333","919","City of Lost Children, The (1995)",96.3
"333","1009","Stealing Beauty (1996)",97.3
"333","1240","Ghost in the Shell (Kokaku kidotai) (1995)",81.6
"333","923","Raise the Red Lantern (1991)",94.3
"333","284","Tin Cup (1996)",89
"334","90","So I Married an Axe Murderer (1993)",92.2
"334","591","Primal Fear (1996)",89
"334","1012","Private Parts (1997)",90.8
"334","664","Paris, Texas (1984)",95.8
"334","741","Last Supper, The (1995)",83.8
"335","899","Winter Guest, The (1997)",81.7
"335","914","Wild Things (1998)",95.1
"335","916","Lost in Space (1998)",80.8
"335","991","Keys to Tulsa (1997)",81.3
"335","1024","Mrs. Dalloway (1997)",91.6
"336","889","Tango Lesson, The (1997)",94.2
"336","1175","Hugo Pool (1997)",90.2
"336","1176","Welcome To Sarajevo (1997)",92.5
"336","350","Fallen (1998)",98.6
"336","12","Usual Suspects, The (1995)",92.5
"337","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",84.6
"337","155","Dirty Dancing (1987)",98.1
"337","402","Ghost (1990)",87.2
"337","778","Don Juan DeMarco (1995)",85.4
"337","228","Star Trek: The Wrath of Khan (1982)",84.1
"338","253","Pillow Book, The (1995)",90
"338","832","Bogus (1996)",85.1
"338","833","Bulletproof (1996)",81.1
"338","1059","Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",88.5
"338","1388","Gabbeh (1996)",97.2
"339","249","Austin Powers: International Man of Mystery (1997)",93.7
"339","763","Happy Gilmore (1996)",85.3
"339","812","Andre (1994)",98.8
"339","284","Tin Cup (1996)",98.6
"339","234","Jaws (1975)",84.7
"340","390","Fear of a Black Hat (1993)",80.1
"340","459","Cry, the Beloved Country (1995)",80.5
"340","754","Red Corner (1997)",85.9
"340","460","Crossing Guard, The (1995)",85.2
"340","1017","Trees Lounge (1996)",85.7
"341","914","Wild Things (1998)",96.3
"341","916","Lost in Space (1998)",83.3
"341","82","Jurassic Park (1993)",83.3
"341","94","Home Alone (1990)",93.3
"341","102","Aristocats, The (1970)",94.7
"342","661","High Noon (1952)",80.3
"342","59","Three Colors: Red (1994)",80.9
"342","60","Three Colors: Blue (1993)",87.6
"342","61","Three Colors: White (1994)",89.2
"342","212","Unbearable Lightness of Being, The (1988)",98.7
"343","170","Cinema Paradiso (1988)",85.3
"343","1022","Fast, Cheap & Out of Control (1997)",87
"343","344","Apostle, The (1997)",85.9
"343","59","Three Colors: Red (1994)",98.4
"343","60","Three Colors: Blue (1993)",92.7
"344","589","Wild Bunch, The (1969)",86.1
"344","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",93.1
"344","347","Wag the Dog (1997)",90.1
"344","83","Much Ado About Nothing (1993)",81.5
"344","432","Fantasia (1940)",92.3
"345","251","Shall We Dance? (1996)",96.4
"345","813","Celluloid Closet, The (1995)",91.8
"345","282","Time to Kill, A (1996)",83.6
"345","744","Michael Collins (1996)",92.2
"345","1012","Private Parts (1997)",85
"346","889","Tango Lesson, The (1997)",80.4
"346","914","Wild Things (1998)",84.9
"346","916","Lost in Space (1998)",94.8
"346","1160","Love! Valour! Compassion! (1997)",85
"346","228","Star Trek: The Wrath of Khan (1982)",81.3
"347","1104","C'est arrivé près de chez vous (1992)",97.4
"347","315","Apt Pupil (1998)",98.4
"347","522","Down by Law (1986)",86.1
"347","516","Local Hero (1983)",87.2
"347","883","Telling Lies in America (1997)",90.6
"348","274","Sabrina (1995)",88.9
"348","177","Good, The Bad and The Ugly, The (1966)",87
"348","511","Lawrence of Arabia (1962)",92.1
"348","526","Ben-Hur (1959)",90.3
"348","889","Tango Lesson, The (1997)",91.7
"349","329","Desperate Measures (1998)",91.7
"349","1048","She's the One (1996)",83.7
"349","845","That Thing You Do! (1996)",80.9
"349","316","As Good As It Gets (1997)",93.8
"349","900","Kundun (1997)",86.7
"350","1033","Homeward Bound II: Lost in San Francisco (1996)",89.9
"350","358","Spawn (1997)",96.3
"350","465","Jungle Book, The (1994)",81.7
"350","1125","Innocents, The (1961)",91.3
"350","1306","Delta of Venus (1994)",87.2
"351","914","Wild Things (1998)",96.3
"351","916","Lost in Space (1998)",88.9
"351","898","Postman, The (1997)",90.6
"351","681","Wishmaster (1997)",91.3
"351","878","That Darn Cat! (1997)",87.6
"352","632","Sophie's Choice (1982)",85.7
"352","1281","Manny & Lo (1996)",84.2
"352","947","Big Blue, The (Grand bleu, Le) (1988)",94.2
"352","1296","Indian Summer (1996)",87.1
"352","616","Night of the Living Dead (1968)",95.5
"353","1016","Con Air (1997)",88
"353","347","Wag the Dog (1997)",84.1
"353","48","Hoop Dreams (1994)",84.5
"353","234","Jaws (1975)",82.8
"353","448","Omen, The (1976)",85.5
"354","880","Soul Food (1997)",82
"354","1160","Love! Valour! Compassion! (1997)",92.7
"354","10","Richard III (1995)",87.8
"354","57","Priest (1994)",95.8
"354","262","In the Company of Men (1997)",89.9
"355","1405","Boy's Life 2 (1997)",87.3
"355","854","Bad Taste (1987)",90.1
"355","517","Manhattan (1979)",88.3
"355","863","Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",81.9
"355","1006","Until the End of the World (Bis ans Ende der Welt) (1991)",93.8
"356","91","Nightmare Before Christmas, The (1993)",85.8
"356","434","Forbidden Planet (1956)",94.8
"356","208","Young Frankenstein (1974)",85.8
"356","25","Birdcage, The (1996)",94.9
"356","517","Manhattan (1979)",87.1
"357","914","Wild Things (1998)",80.7
"357","916","Lost in Space (1998)",83.6
"357","183","Alien (1979)",94.6
"357","1033","Homeward Bound II: Lost in San Francisco (1996)",80.6
"357","13","Mighty Aphrodite (1995)",84.2
"358","812","Andre (1994)",85.1
"358","1033","Homeward Bound II: Lost in San Francisco (1996)",84.9
"358","96","Terminator 2: Judgment Day (1991)",83.8
"358","241","Last of the Mohicans, The (1992)",84.2
"358","465","Jungle Book, The (1994)",85.3
"359","1006","Until the End of the World (Bis ans Ende der Welt) (1991)",95
"359","914","Wild Things (1998)",85.4
"359","916","Lost in Space (1998)",82
"359","155","Dirty Dancing (1987)",93.4
"359","402","Ghost (1990)",84.9
"360","127","Godfather, The (1972)",98.9
"360","151","Willy Wonka and the Chocolate Factory (1971)",80.7
"360","412","Very Brady Sequel, A (1996)",82.1
"360","1394","Swept from the Sea (1997)",81.6
"360","180","Apocalypse Now (1979)",96
"361","19","Antonia's Line (1995)",84.2
"361","549","Rob Roy (1995)",95.1
"361","1039","Hamlet (1996)",80.3
"361","190","Henry V (1989)",82.7
"361","434","Forbidden Planet (1956)",92.3
"362","15","Mr. Holland's Opus (1995)",88.9
"362","287","Marvin's Room (1996)",81.6
"362","178","12 Angry Men (1957)",87.1
"362","59","Three Colors: Red (1994)",80
"362","60","Three Colors: Blue (1993)",94.8
"363","522","Down by Law (1986)",89.3
"363","1104","C'est arrivé près de chez vous (1992)",92.2
"363","664","Paris, Texas (1984)",85.9
"363","221","Breaking the Waves (1996)",94.3
"363","497","Bringing Up Baby (1938)",95.3
"364","376","Houseguest (1994)",98.8
"364","571","Another Stakeout (1993)",93
"364","732","Dave (1993)",88
"364","781","French Kiss (1995)",87.6
"364","794","It Could Happen to You (1994)",84.2
"365","906","Oscar & Lucinda (1997)",87.4
"365","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",84.8
"365","459","Cry, the Beloved Country (1995)",90.2
"365","754","Red Corner (1997)",97.5
"365","936","Brassed Off (1996)",86.4
"366","1016","Con Air (1997)",91.7
"366","150","Swingers (1996)",86.3
